gender,age,attendance_rate,study_hours_per_week,previous_gpa,internet_access,family_income_level,extracurricular,sleep_hours,final_result
Male,24,84.78,6,3.39,0,Medium,0,6.23,0
Female,24,78.54,11,3.3,0,Medium,1,6.23,1
Male,19,75.19,33,2.55,1,Low,1,6.23,1
Female,23,94.53,24,2.31,0,Medium,0,6.23,0
Male,19,80.76,23,3.27,0,High,1,6.23,1
Male,22,79.17,15,3.2,0,Medium,1,6.23,1
Male,22,61.03,27,2.36,1,Low,0,6.23,0
Female,19,73.65,11,3.41,0,High,0,6.23,0
Male,23,75.21,17,2.91,1,Low,0,6.23,1
Male,19,75.95,14,3.34,1,Medium,0,6.23,1
Female,24,83.21,27,3.67,0,Medium,0,6.23,1
Male,18,81.34,18,2.34,0,Low,0,6.23,0
Female,24,84.32,28,2.04,1,High,1,6.23,0
Female,20,90.6,4,3.56,1,Medium,1,6.23,0
Male,23,92.52,7,3.22,0,Medium,0,6.23,0
Female,23,88.72,9,3.4,0,High,0,6.23,0
Male,21,98.22,8,3.68,1,Medium,1,6.23,0
Female,17,60.73,17,3.61,1,Low,1,6.23,0
Female,20,67.83,17,3.92,1,Medium,1,6.23,0
Male,22,60.3,33,3.07,1,Medium,0,6.23,0
Female,23,85.9,32,2.98,1,High,0,6.23,1
Female,19,95.92,8,2.8,0,Low,1,6.23,0
Female,20,69.74,19,2.31,1,High,0,6.23,0
Female,21,97.08,3,3.15,1,Medium,0,6.23,0
Female,22,62.41,5,2.55,0,Medium,0,6.23,0
Male,17,97.38,13,3.84,0,High,1,6.23,1
Female,17,74.06,31,3.17,1,High,1,6.23,0
Male,21,64.06,16,3.19,1,High,0,6.23,0
Female,21,79.43,32,2.71,0,Low,0,6.23,1
Male,19,70.27,22,2.1,1,Medium,0,6.23,0
Male,23,71.39,29,2.06,1,High,0,6.23,0
Female,17,72.29,22,2.85,0,Medium,0,6.23,0
Female,22,92.12,3,2.17,1,Low,1,6.23,0
Female,20,81.57,10,3.21,0,Low,0,6.23,0
Male,22,72.45,21,3.76,0,Low,0,6.23,0
Female,18,84.41,16,3.77,0,Low,0,6.23,1
Male,18,88.65,12,3.32,0,Medium,1,6.23,1
Male,21,70.9,2,2.42,1,Low,1,6.23,0
Male,19,76.54,24,3.73,0,Low,0,6.23,1
Female,18,64.88,30,3.77,1,High,1,6.23,0
Female,17,67.25,30,2.39,1,Low,1,6.23,0
Male,22,87.24,19,3.47,1,High,1,6.23,1
Male,22,67.26,8,2.57,1,Low,1,6.23,0
Female,21,81.01,26,3.61,1,Low,1,6.23,1
Male,23,88.36,7,3.99,0,High,1,6.23,0
Female,23,64.28,30,2.06,0,Low,0,6.23,0
Male,20,82.69,7,3.79,0,Medium,1,6.23,0
Female,21,70.26,3,3.25,0,Medium,1,6.23,0
Male,24,98.52,1,3.95,1,Low,0,6.23,0
Female,20,79.34,25,2.93,0,Medium,0,6.23,1
Male,24,92.24,1,3.69,1,High,0,6.23,0
Female,23,82.01,15,2.12,1,Low,0,6.23,0
Female,21,61.74,13,2.67,0,Low,1,6.23,0
Male,24,85.33,8,2.13,0,High,1,6.23,0
Male,21,98.06,5,3.95,0,High,1,6.23,0
Female,21,84.06,9,3.63,0,High,1,6.23,0
Male,23,92.77,1,3.71,1,Low,0,6.23,0
Female,20,95.37,2,3.88,1,High,1,6.23,0
Male,20,69.12,23,2.17,0,High,1,6.23,0
Female,21,68.48,9,2.77,1,Medium,0,6.23,0
Female,18,84.44,34,2.14,1,Medium,1,6.23,0
Female,19,76.44,14,2.42,1,Low,1,6.23,0
Female,23,93.59,4,2.46,0,Medium,1,6.23,0
Female,19,96.0,30,2.94,1,Medium,1,6.23,1
Female,19,74.14,31,2.54,0,High,0,6.23,0
Male,20,69.47,11,2.2,0,High,0,6.23,0
Male,20,91.22,8,2.33,1,Medium,0,6.23,0
Male,18,70.99,3,2.29,1,Medium,0,6.23,0
Female,19,92.9,14,3.95,0,Medium,0,6.23,1
Female,19,76.95,13,3.52,1,Low,1,6.23,1
Female,21,86.7,32,3.94,1,Low,1,6.23,1
Female,20,63.82,34,2.88,0,Low,0,6.23,0
Male,19,84.95,19,2.56,0,Medium,0,6.23,1
Male,22,78.07,16,3.6,0,Medium,0,6.23,1
Female,18,83.46,2,2.65,0,Low,1,6.23,0
Male,24,66.72,17,2.6,1,Low,0,6.23,0
Male,22,89.47,34,2.47,1,Medium,1,6.23,0
Female,22,94.51,16,2.26,0,High,1,6.23,0
Male,24,68.67,2,2.51,0,Low,1,6.23,0
Female,23,63.83,2,2.71,0,Medium,1,6.23,0
Male,23,60.95,26,3.35,1,Medium,0,6.23,0
Female,18,85.68,13,2.13,0,High,1,6.23,0
Female,22,84.28,31,2.42,1,Medium,1,6.23,0
Female,19,81.87,34,3.62,0,Medium,0,6.23,1
Female,20,69.28,3,2.29,0,Low,1,6.23,0
Male,18,75.64,8,2.69,0,Low,1,6.23,0
Female,21,83.78,23,3.73,1,High,1,6.23,1
Female,24,79.87,14,2.31,1,High,0,6.23,0
Female,22,99.51,27,2.17,1,Medium,1,6.23,0
Male,18,65.46,29,2.97,0,Low,1,6.23,0
Female,17,87.81,1,2.6,1,High,0,6.23,0
Male,17,76.17,17,3.13,1,High,0,6.23,1
Female,23,77.13,30,3.61,0,High,1,6.23,1
Male,24,88.7,13,2.27,0,Medium,1,6.23,0
Male,20,87.7,21,3.16,1,Low,0,6.23,1
Female,19,99.65,19,3.01,1,High,1,6.23,1
Male,20,65.14,19,2.29,1,Low,0,6.23,0
Female,20,64.16,25,3.25,1,High,1,6.23,0
Female,20,88.97,22,2.55,0,High,0,6.23,1
Female,24,83.14,31,2.98,0,Low,1,6.23,1
Male,20,70.97,17,2.16,0,Low,0,6.23,0
Male,21,63.18,23,2.92,1,Low,0,6.23,0
Female,24,63.43,32,2.61,1,Medium,0,6.23,0
Female,21,95.77,10,3.64,0,High,0,6.23,0
Male,24,67.67,10,2.11,0,Medium,0,6.23,0
Female,23,72.93,8,2.84,1,Low,1,6.23,0
Female,18,69.07,20,2.92,1,High,1,6.23,0
Female,17,74.2,32,3.45,0,Medium,0,6.23,0
Male,20,62.78,14,3.15,0,High,1,6.23,0
Male,23,80.76,28,3.33,0,Medium,1,6.23,1
Male,18,62.7,24,3.55,1,Low,1,6.23,0
Female,17,92.01,15,3.72,1,Medium,1,6.23,1
Female,22,69.35,22,2.63,1,High,1,6.23,0
Female,19,81.6,30,3.08,1,High,1,6.23,1
Male,21,95.2,4,3.68,1,High,0,6.23,0
Female,22,86.04,13,3.98,1,High,1,6.23,1
Female,24,81.32,23,3.78,0,Low,1,6.23,1
Female,17,72.97,8,2.74,0,Medium,1,6.23,0
Female,22,73.32,18,2.39,1,Low,0,6.23,0
Male,19,86.78,12,2.98,0,Low,1,6.23,1
Male,23,99.77,31,3.48,1,Low,1,6.23,1
Female,17,86.47,14,2.99,0,High,1,6.23,1
Male,22,82.31,34,2.97,1,High,0,6.23,1
Male,21,89.23,18,3.68,0,High,1,6.23,1
Female,21,78.61,34,2.72,0,Medium,0,6.23,1
Female,18,62.41,11,3.72,1,High,1,6.23,0
Male,22,82.49,12,2.81,1,Medium,0,6.23,1
Female,20,98.31,15,2.66,0,High,0,6.23,1
Male,22,67.01,31,2.91,0,High,0,6.23,0
Female,23,87.6,29,3.52,1,Low,1,6.23,1
Male,17,68.04,26,2.25,0,Low,0,6.23,0
Female,17,81.43,18,2.39,1,Low,0,6.23,0
Male,23,63.87,32,3.9,1,Medium,0,6.23,0
Male,22,78.01,22,2.35,0,Medium,0,6.23,0
Male,23,90.25,17,3.14,1,High,1,6.23,1
Female,19,73.9,23,3.16,0,Medium,1,6.23,0
Male,24,86.6,24,2.98,0,High,1,6.23,1
Male,23,91.82,8,3.29,1,Medium,1,6.23,0
Female,21,97.09,6,2.46,0,Medium,0,6.23,0
Female,23,69.39,5,3.11,1,Medium,1,6.23,0
Male,17,75.97,29,2.74,1,Low,0,6.23,1
Male,21,66.1,28,3.32,1,Medium,1,6.23,0
Female,17,99.7,11,2.28,0,Low,1,6.23,0
Female,18,97.08,1,3.14,1,Low,1,6.23,0
Female,20,81.6,19,2.37,0,Medium,0,6.23,0
Female,17,93.68,9,2.56,1,High,1,6.23,0
Female,21,80.84,27,2.44,1,High,1,6.23,0
Male,18,84.94,34,2.37,1,High,1,6.23,0
Female,17,63.56,4,3.65,0,Medium,0,6.23,0
Male,19,90.21,18,2.57,0,High,1,6.23,1
Male,23,65.11,15,3.85,1,Low,1,6.23,0
Male,20,93.04,13,3.94,1,High,0,6.23,1
Female,17,91.28,19,3.14,0,Medium,0,6.23,1
Male,18,88.35,6,2.29,0,High,1,6.23,0
Male,19,61.45,12,2.75,0,Low,1,6.23,0
Female,22,72.13,17,3.6,1,Medium,1,6.23,0
Male,18,70.52,23,2.73,0,High,0,6.23,0
Male,23,74.41,26,2.17,1,Medium,0,6.23,0
Female,18,63.51,29,3.11,0,Medium,0,6.23,0
Male,19,97.48,33,3.69,1,Medium,1,6.23,1
Male,18,82.15,27,3.59,1,High,0,6.23,1
Male,19,72.22,25,2.35,1,Medium,1,6.23,0
Female,17,75.88,10,3.35,0,High,0,6.23,0
Female,24,77.89,23,2.44,0,Low,0,6.23,0
Female,19,84.02,21,2.44,0,High,0,6.23,0
Male,19,80.63,21,3.75,1,Low,1,6.23,1
Male,20,96.78,13,2.5,1,High,1,6.23,0
Female,19,79.88,33,2.53,0,Medium,1,6.23,1
Male,19,99.69,24,2.0,1,High,1,6.23,0
Male,22,94.06,11,3.74,1,Medium,0,6.23,1
Female,24,68.34,17,3.59,1,Low,1,6.23,0
Female,17,97.22,4,3.25,0,High,0,6.23,0
Male,23,64.65,25,3.5,1,Medium,1,6.23,0
Male,20,92.7,30,2.3,0,Low,1,6.23,0
Male,22,75.22,9,2.92,0,Low,0,6.23,0
Female,21,95.12,21,2.7,0,High,0,6.23,1
Female,24,94.72,20,2.19,0,Low,1,6.23,0
Female,17,92.24,19,2.97,0,Medium,1,6.23,1
Female,17,91.6,19,3.84,1,Low,0,6.23,1
Male,21,72.19,12,2.08,0,Low,0,6.23,0
Female,23,63.24,17,2.58,0,Medium,0,6.23,0
Female,19,76.12,28,2.42,0,Low,0,6.23,0
Female,22,66.94,18,2.48,1,Low,0,6.23,0
Female,18,87.8,14,3.82,1,Low,1,6.23,1
Female,20,73.84,7,2.94,1,Low,1,6.23,0
Male,18,99.02,13,2.93,1,Medium,1,6.23,1
Male,21,85.64,18,3.52,0,Low,1,6.23,1
Female,17,92.9,13,2.31,0,Medium,0,6.23,0
Male,23,65.3,31,2.97,1,Low,0,6.23,0
Female,17,94.48,2,2.86,1,Low,0,6.23,0
Female,20,96.91,16,3.19,1,Low,1,6.23,1
Male,17,79.48,9,4.0,1,Low,0,6.23,0
Male,17,84.25,9,3.54,0,Medium,0,6.23,0
Female,20,90.59,11,2.8,1,Medium,1,6.23,1
Female,22,66.99,22,3.66,1,Medium,1,6.23,0
Female,22,80.1,33,2.34,1,High,1,6.23,0
Male,20,75.95,23,2.06,1,Low,0,6.23,0
Female,23,65.85,34,2.41,1,Low,0,6.23,0
Female,21,74.7,9,2.68,1,Medium,1,6.23,0
Female,24,62.73,24,3.02,1,High,1,6.23,0
Male,17,61.03,8,3.23,0,Low,0,6.23,0
Female,23,65.41,7,3.82,0,Medium,1,6.23,0
Female,17,98.52,18,3.02,0,Low,0,6.23,1
Male,24,81.98,3,3.0,0,Low,1,6.23,0
Female,21,98.63,28,2.1,0,Medium,1,6.23,0
Female,22,77.3,6,2.07,0,Medium,1,6.23,0
Male,23,72.47,21,3.1,1,Low,0,6.23,0
Female,19,80.25,28,2.88,1,Low,0,6.23,1
Male,19,77.58,1,3.68,0,Medium,1,6.23,0
Male,24,64.23,21,2.32,1,Low,0,6.23,0
Female,19,85.63,13,2.05,0,Low,1,6.23,0
Female,22,68.64,10,2.9,1,Medium,1,6.23,0
Female,24,84.78,10,2.47,1,Low,0,6.23,0
Female,22,86.01,13,2.1,1,Low,0,6.23,0
Male,21,66.08,24,3.45,1,High,0,6.23,0
Female,17,62.45,2,2.22,1,Medium,0,6.23,0
Male,21,91.23,22,3.22,1,High,1,6.23,1
Female,21,78.39,17,2.56,0,High,0,6.23,1
Female,22,62.33,14,2.35,0,High,0,6.23,0
Female,24,99.79,10,2.76,1,Low,1,6.23,0
Male,24,62.31,25,3.6,0,Low,1,6.23,0
Female,19,87.8,3,2.78,1,High,1,6.23,0
Female,18,99.35,17,3.5,0,High,1,6.23,1
Female,17,69.57,12,2.25,1,High,0,6.23,0
Female,22,65.69,24,3.55,0,Low,0,6.23,0
Male,19,64.86,29,2.47,1,High,1,6.23,0
Female,23,72.13,25,3.35,0,High,1,6.23,0
Male,18,64.04,26,3.13,1,Medium,0,6.23,0
Male,18,87.69,1,3.86,0,Medium,0,6.23,0
Male,22,62.49,20,2.77,1,Low,0,6.23,0
Male,20,80.38,28,2.13,1,Medium,0,6.23,0
Male,17,99.87,16,2.04,1,Medium,0,6.23,0
Male,18,92.56,17,3.65,0,Medium,1,6.23,1
Female,22,84.61,28,3.05,0,Low,1,6.23,1
Male,22,72.25,12,3.55,0,Medium,1,6.23,0
Male,19,84.96,27,2.47,1,Low,1,6.23,0
Male,23,81.08,30,2.69,0,High,0,6.23,1
Female,20,77.04,34,2.06,1,Medium,1,6.23,0
Female,17,65.23,6,3.92,0,Low,0,6.23,0
Male,24,95.46,7,3.34,0,Medium,0,6.23,0
Female,21,77.99,32,3.87,0,High,0,6.23,1
Male,23,67.78,32,2.53,0,Low,0,6.23,0
Male,23,74.71,25,3.22,1,Low,0,6.23,0
Female,19,76.57,33,3.36,0,Low,0,6.23,1
Male,24,93.1,7,2.64,0,High,0,6.23,0
Female,18,89.34,12,3.7,1,High,1,6.23,1
Female,18,90.77,16,3.89,1,High,0,6.23,1
Male,19,60.44,16,3.77,0,Low,1,6.23,0
Male,22,76.65,13,3.48,0,High,1,6.23,1
Female,18,79.25,7,2.55,1,Medium,0,6.23,0
Male,20,60.77,9,2.56,1,High,0,6.23,0
Male,17,70.39,32,3.93,1,Low,1,6.23,0
Male,23,90.41,11,2.02,0,Medium,1,6.23,0
Female,23,65.48,8,3.43,0,High,1,6.23,0
Female,20,81.41,33,3.41,0,Medium,1,6.23,1
Male,24,68.61,23,3.25,1,Medium,0,6.23,0
Female,18,60.48,25,3.98,1,Low,0,6.23,0
Female,23,69.65,8,2.62,1,Medium,0,6.23,0
Female,21,99.03,22,2.68,0,Medium,1,6.23,1
Female,24,92.06,4,2.16,1,Low,0,6.23,0
Female,17,98.38,3,2.89,0,Low,1,6.23,0
Male,17,79.51,29,2.52,1,Low,0,6.23,1
Male,23,64.39,29,2.69,0,Medium,1,6.23,0
Male,19,81.92,34,3.67,0,Medium,0,6.23,1
Female,24,78.18,34,3.87,1,Medium,0,6.23,1
Female,23,93.77,28,2.37,0,Low,1,6.23,0
Male,19,63.92,13,2.75,1,High,1,6.23,0
Female,23,79.53,15,3.86,0,Medium,1,6.23,1
Male,21,66.0,23,2.12,1,High,1,6.23,0
Male,24,72.99,26,2.18,1,Low,1,6.23,0
Male,22,89.49,4,2.33,0,Medium,0,6.23,0
Female,17,79.04,26,3.19,1,High,1,6.23,1
Female,23,75.04,9,2.3,0,Medium,0,6.23,0
Male,21,75.78,5,3.94,1,Medium,0,6.23,0
Male,19,78.38,32,2.89,1,Medium,0,6.23,1
Male,19,91.4,20,3.0,1,High,0,6.23,1
Male,17,95.68,11,2.49,1,Low,0,6.23,0
Female,20,98.21,15,2.94,0,Medium,1,6.23,1
Female,23,91.48,32,3.32,1,Low,1,6.23,1
Male,24,72.62,28,3.5,1,Low,0,6.23,0
Male,18,87.53,22,3.51,0,High,0,6.23,1
Female,19,77.5,17,3.16,0,High,1,6.23,1
Female,24,70.19,26,3.81,0,Low,1,6.23,0
Male,24,93.63,7,3.63,0,Medium,0,6.23,0
Male,22,61.54,26,3.51,0,High,1,6.23,0
Male,24,96.07,25,2.11,0,Medium,1,6.23,0
Female,24,78.46,10,2.01,1,Medium,1,6.23,0
Female,22,85.49,19,2.42,0,Medium,0,6.23,0
Female,19,86.37,11,3.33,1,Low,1,6.23,1
Male,24,95.8,13,2.82,0,Medium,0,6.23,1
Male,20,85.47,8,2.8,1,Low,0,6.23,0
Female,20,84.56,4,3.77,1,Low,0,6.23,0
Female,21,62.67,31,3.79,1,Medium,0,6.23,0
Male,22,80.74,28,3.82,0,Medium,0,6.23,1
Female,21,66.01,11,2.63,0,Medium,1,6.23,0
Female,22,89.5,1,3.38,0,Medium,0,6.23,0
Male,23,80.49,24,2.54,0,Low,0,6.23,1
Female,23,87.21,31,2.38,1,Medium,0,6.23,0
Male,24,61.67,26,2.37,0,Medium,1,6.23,0
Male,18,63.39,5,2.68,1,Low,1,6.23,0
Male,23,88.65,20,2.86,1,High,1,6.23,1
Male,18,62.88,11,3.66,0,High,1,6.23,0
Male,23,62.85,33,2.24,0,Low,1,6.23,0
Male,17,60.48,27,3.47,0,High,1,6.23,0
Male,23,98.26,34,3.06,1,Low,1,6.23,1
Female,21,89.5,15,2.58,0,Medium,0,6.23,1
Male,19,74.13,32,2.99,1,Medium,0,6.23,0
Male,24,71.86,21,2.6,0,High,1,6.23,0
Female,21,73.99,5,3.19,1,Medium,0,6.23,0
Female,19,90.99,6,2.87,0,High,0,6.23,0
Female,20,86.45,22,2.33,0,High,1,6.23,0
Male,21,67.41,18,2.23,1,Medium,0,6.23,0
Female,20,66.96,14,3.09,0,Medium,0,6.23,0
Male,18,63.94,10,3.8,0,High,1,6.23,0
Male,18,86.41,13,2.69,0,Medium,0,6.23,1
Male,17,90.57,31,3.47,0,Low,1,6.23,1
Male,23,70.6,30,3.32,0,Medium,1,6.23,0
Female,21,60.84,3,3.86,0,Medium,0,6.23,0
Female,20,63.29,30,3.64,0,Low,0,6.23,0
Male,19,98.71,6,3.13,1,Medium,0,6.23,0
Male,18,71.82,29,3.31,1,Medium,1,6.23,0
Male,23,90.77,8,3.8,0,High,1,6.23,0
Female,18,84.99,33,2.8,0,Medium,1,6.23,1
Male,19,75.28,17,2.65,0,Medium,0,6.23,1
Male,23,68.23,11,2.02,1,Low,0,6.23,0
Female,23,64.86,13,3.65,1,High,1,6.23,0
Female,20,84.6,11,3.6,0,High,0,6.23,1
Male,20,90.99,31,2.21,1,High,0,6.23,0
Female,21,85.76,28,3.15,0,Medium,1,6.23,1
Female,21,81.21,6,2.93,0,High,1,6.23,0
Male,22,61.68,16,2.24,0,Low,0,6.23,0
Female,24,98.74,4,3.96,0,High,1,6.23,0
Male,22,91.95,26,2.43,1,Low,0,6.23,0
Female,17,71.71,12,2.13,1,High,1,6.23,0
Male,18,99.2,11,3.19,0,High,1,6.23,1
Male,21,84.08,25,3.48,1,Low,1,6.23,1
Male,20,83.3,18,2.06,1,High,0,6.23,0
Female,19,89.92,19,3.32,0,High,0,6.23,1
Male,20,92.47,23,3.06,1,High,1,6.23,1
Female,18,86.26,18,2.21,0,Medium,1,6.23,0
Male,22,65.12,26,2.35,0,Low,1,6.23,0
Male,20,73.53,6,3.14,0,High,0,6.23,0
Female,24,97.12,4,2.59,0,Low,1,6.23,0
Male,17,68.98,29,3.88,1,Low,1,6.23,0
Male,18,74.89,34,3.64,0,Low,1,6.23,0
Female,22,77.28,17,3.97,1,High,1,6.23,1
Male,24,77.58,16,2.52,0,High,0,6.23,1
Male,19,84.52,2,3.94,0,Low,0,6.23,0
Male,22,97.72,34,2.86,1,Medium,1,6.23,1
Male,23,69.63,8,2.7,0,Low,0,6.23,0
Female,24,64.86,13,2.1,1,Medium,0,6.23,0
Female,24,67.9,8,2.11,1,Low,0,6.23,0
Male,17,95.48,30,3.38,0,Low,1,6.23,1
Female,18,85.83,32,2.92,0,Low,0,6.23,1
Male,19,71.44,30,2.45,0,High,0,6.23,0
Female,17,92.64,1,3.23,0,Medium,0,6.23,0
Male,22,94.45,17,2.51,0,Medium,1,6.23,1
Male,17,93.86,20,3.16,0,Low,1,6.23,1
Male,24,96.76,24,2.72,1,High,0,6.23,1
Male,18,70.09,22,3.65,1,High,0,6.23,0
Male,21,90.2,29,3.64,0,Medium,1,6.23,1
Male,17,78.42,22,2.95,1,High,1,6.23,1
Female,23,93.68,9,2.7,1,Medium,0,6.23,0
Male,17,89.14,10,2.73,0,Medium,0,6.23,0
Female,22,91.06,28,3.61,0,Medium,1,6.23,1
Male,22,86.25,28,2.66,1,High,1,6.23,1
Female,19,67.1,21,2.42,0,Medium,0,6.23,0
Female,22,81.8,24,2.17,1,Medium,1,6.23,0
Female,20,99.39,2,2.93,0,Low,0,6.23,0
Male,18,97.5,8,2.96,1,Medium,0,6.23,0
Male,18,61.73,27,3.68,1,Medium,0,6.23,0
Female,21,66.59,22,2.44,1,Low,1,6.23,0
Male,21,65.27,27,2.76,1,Low,0,6.23,0
Female,18,89.04,29,3.62,0,High,0,6.23,1
Male,23,92.71,3,3.65,0,Medium,1,6.23,0
Female,21,68.54,13,2.77,1,High,1,6.23,0
Female,19,80.23,10,2.92,1,High,0,6.23,0
Male,22,93.63,9,2.61,0,Low,0,6.23,0
Female,18,89.31,27,3.87,0,High,1,6.23,1
Male,24,81.69,34,2.24,1,Medium,1,6.23,0
Female,21,83.61,1,3.87,1,Low,1,6.23,0
Female,18,80.33,32,3.37,1,Medium,0,6.23,1
Male,20,71.9,25,3.06,1,Medium,0,6.23,0
Male,17,82.6,29,2.07,1,Low,0,6.23,0
Male,22,87.56,7,2.95,0,Medium,1,6.23,0
Female,18,94.93,3,2.82,1,Low,0,6.23,0
Male,17,85.45,20,2.32,0,Medium,1,6.23,0
Female,21,90.44,20,3.31,0,Low,0,6.23,1
Female,17,66.4,30,3.94,0,High,1,6.23,0
Male,22,78.46,27,3.12,1,Medium,0,6.23,1
Male,18,60.37,26,3.43,0,Low,0,6.23,0
Female,20,69.87,14,2.14,0,Medium,1,6.23,0
Female,23,89.06,17,2.84,0,Medium,1,6.23,1
Male,21,99.67,18,2.23,0,Medium,0,6.23,0
Male,18,63.97,29,3.23,1,Low,1,6.23,0
Male,22,76.06,20,3.88,1,High,1,6.23,1
Male,21,92.0,27,3.32,0,High,0,6.23,1
Male,19,68.16,18,2.15,0,High,1,6.23,0
Female,17,82.2,4,2.71,1,Low,0,6.23,0
Female,23,89.32,1,3.1,1,High,0,6.23,0
Female,22,84.64,1,2.81,1,Low,1,6.23,0
Female,19,67.52,26,3.67,0,Medium,1,6.23,0
Male,24,74.22,20,3.63,1,Medium,0,6.23,0
Male,18,91.35,23,3.22,0,High,0,6.23,1
Male,20,82.17,10,2.75,0,Low,0,6.23,0
Female,21,60.21,11,2.51,1,Medium,0,6.23,0
Female,17,90.44,5,2.21,0,Low,0,6.23,0
Male,21,61.41,1,2.71,1,Low,0,6.23,0
Male,23,89.83,17,2.83,0,Medium,1,6.23,1
Female,18,68.1,22,3.35,1,Low,1,6.23,0
Female,21,98.32,34,3.32,0,Medium,1,6.23,1
Male,17,74.72,29,2.14,0,Medium,0,6.23,0
Male,18,73.08,4,2.79,1,Medium,1,6.23,0
Female,21,65.96,5,2.36,1,Low,0,6.23,0
Male,20,72.22,11,2.31,1,Medium,0,6.23,0
Male,22,95.07,21,3.65,1,Low,1,6.23,1
Male,18,99.85,12,2.08,0,Medium,0,6.23,0
Female,22,74.73,26,2.84,1,Medium,0,6.23,0
Female,24,77.94,19,2.34,1,High,0,6.23,0
Female,18,88.88,7,3.76,0,High,0,6.23,0
Female,20,95.45,7,3.11,1,High,0,6.23,0
Female,22,83.72,26,2.46,1,Low,0,6.23,0
Female,19,75.66,5,3.0,0,Low,1,6.23,0
Female,17,76.5,21,3.46,1,Medium,0,6.23,1
Male,19,87.82,14,3.92,1,Medium,0,6.23,1
Male,21,60.13,4,2.44,1,Medium,0,6.23,0
Male,20,84.78,23,3.77,1,Medium,0,6.23,1
Male,19,74.22,20,3.87,1,Low,1,6.23,0
Male,18,91.77,15,3.83,1,Medium,1,6.23,1
Male,21,63.72,29,3.27,0,Medium,0,6.23,0
Male,21,83.53,8,3.26,1,High,0,6.23,0
Female,19,79.24,19,2.81,0,Medium,0,6.23,1
Female,24,85.69,28,3.5,0,Medium,1,6.23,1
Male,19,62.59,27,3.06,0,Medium,1,6.23,0
Male,24,83.2,4,3.35,0,Low,1,6.23,0
Female,20,82.46,15,2.86,1,High,1,6.23,1
Male,17,82.43,1,3.46,1,Medium,0,6.23,0
Male,19,84.14,3,3.65,1,Medium,1,6.23,0
Female,23,87.06,24,2.29,0,High,1,6.23,0
Male,24,92.2,27,3.67,1,Medium,0,6.23,1
Female,19,70.79,34,3.08,1,Low,0,6.23,0
Male,22,93.0,29,3.69,1,Medium,1,6.23,1
Female,18,79.93,24,2.86,0,Low,1,6.23,1
Female,23,63.08,24,2.76,0,Low,1,6.23,0
Female,23,62.34,4,3.83,1,Medium,1,6.23,0
Male,24,73.37,3,2.5,0,High,0,6.23,0
Female,22,91.4,34,3.69,0,Low,0,6.23,1
Male,22,88.31,23,2.97,1,High,1,6.23,1
Male,21,91.54,23,3.03,0,Medium,1,6.23,1
Male,24,80.69,5,2.62,0,Low,1,6.23,0
Male,17,77.61,31,3.15,1,Medium,1,6.23,1
Female,18,65.9,6,2.65,0,High,1,6.23,0
Female,20,73.13,10,2.08,0,Medium,0,6.23,0
Male,23,77.36,7,2.54,0,Medium,0,6.23,0
Male,20,63.54,21,2.01,0,Low,0,6.23,0
Female,19,68.82,20,3.96,0,Medium,1,6.23,0
Male,19,83.93,3,3.93,0,Medium,1,6.23,0
Female,20,89.43,22,2.79,0,Medium,0,6.23,1
Male,19,99.93,4,3.46,0,Low,0,6.23,0
Male,17,97.32,28,2.69,1,High,1,6.23,1
Female,22,85.7,12,3.34,1,High,0,6.23,1
Male,19,76.85,5,3.61,1,Medium,1,6.23,0
Female,21,85.45,13,3.89,1,Low,1,6.23,1
Male,19,91.43,23,2.8,0,Medium,0,6.23,1
Male,18,64.73,30,3.57,1,High,0,6.23,0
Male,17,76.4,25,2.53,1,Low,0,6.23,1
Female,18,93.59,27,3.98,0,High,1,6.23,1
Male,18,75.35,14,2.05,0,High,1,6.23,0
Male,21,82.87,16,3.21,0,Low,0,6.23,1
Male,17,83.51,22,3.32,0,Low,1,6.23,1
Male,17,67.38,21,3.38,0,Medium,1,6.23,0
Female,24,74.49,21,2.24,1,Medium,1,6.23,0
Female,17,73.38,8,3.88,0,High,0,6.23,0
Male,17,61.05,16,2.36,1,Low,1,6.23,0
Female,17,60.97,31,3.25,1,Low,0,6.23,0
Male,21,93.27,10,2.45,0,Medium,0,6.23,0
Male,19,70.92,32,2.61,1,High,1,6.23,0
Male,24,80.72,34,3.09,1,High,0,6.23,1
Female,18,71.95,9,2.83,0,Medium,1,6.23,0
Female,17,97.63,17,2.32,1,Low,0,6.23,0
Female,23,70.37,11,2.34,1,Medium,0,6.23,0
Female,19,77.19,32,2.84,1,Medium,1,6.23,1
Female,19,94.91,10,3.51,0,Medium,0,6.23,0
Female,18,93.68,22,3.8,0,Medium,0,6.23,1
Female,21,67.44,17,2.17,0,Low,0,6.23,0
Female,20,92.11,4,2.79,1,Medium,1,6.23,0
Female,20,78.33,25,2.2,0,Low,1,6.23,0
Male,19,79.32,21,2.03,1,Medium,0,6.23,0
Female,22,65.34,1,3.32,0,High,0,6.23,0
Female,22,63.22,25,3.2,1,Low,0,6.23,0
Female,18,89.12,17,2.33,0,High,1,6.23,0
Female,20,79.86,24,2.47,0,Medium,1,6.23,0
Female,19,77.47,2,2.05,1,Medium,0,6.23,0
Female,21,89.18,15,3.67,0,Medium,1,6.23,1
Female,20,90.62,32,3.95,1,Low,1,6.23,1
Female,19,66.36,6,2.27,0,High,1,6.23,0
